Market,"Owner/Operator, Franchise",ADDRESS,CTY,ST,Zip,Area,Year
Cincinnati,Extra Space Storage,525 West 35th Street,Covington,KY,41015,66283,1997
Cincinnati,Extra Space Storage,5970 Centennial Circle,Florence,KY,41042,75860,1999
Cincinnati,Extra Space Storage,8080 Steilen Drive,Florence,KY,41042,160934,1991
Cincinnati,Extra Space Storage,2900 Crescent Springs Pike,Erlanger,KY,41018,92160,1988
Cincinnati,Extra Space Storage,6700 Fairfield Business Drive,Fairfield,OH,45014,97457,1996
Cincinnati,Extra Space Storage,1775 Eden Park Drive,Hamilton,OH,45013,79800,2002
Cincinnati,Extra Space Storage,909 Elliott Drive,Middletown,OH,45044,72950,2001
Cincinnati,Extra Space Storage,5151 Glencrossing Way,Cincinnati,OH,45238,79150,2000
Cincinnati,Extra Space Storage,800 Cincinnati Avenue,Lebanon,OH,45036,73600,1999
Cincinnati,Extra Space Storage,5700 Wooster Pike,Cincinnati,OH,45227,81698,1954
Cincinnati,Extra Space Storage,101 Glendale Milford Road,Cincinnati,OH,45215,89892,1990
Cincinnati,Extra Space Storage,8100 Hamilton Avenue,Cincinnati,OH,45231,114340,1988
Cleveland - Akron,Extra Space Storage,5935 Heisley Road,Mentor,OH,44060,54570,1997
Cleveland - Akron,Extra Space Storage,36155 Reading Avenue,Willoughby,OH,44094,20900,1996
Cleveland - Akron,Extra Space Storage,7679 Mentor Avenue,Mentor,OH,44060,73239,1989
Cleveland - Akron,Extra Space Storage,950 Cherry Street,Kent,OH,44240,51300,1988
Cleveland - Akron,Extra Space Storage,34880 Lakeland Blvd,Eastlake,OH,44095,28989,1988
Colorado Springs,Extra Space Storage,2715 Dublin Blvd,Colorado Springs,CO,80918,69020,1999
Colorado Springs,Extra Space Storage,2515 Arlington Drive,Colorado Springs,CO,80910,79600,1994
Colorado Springs,Extra Space Storage,1730 South 8th Street,Colorado Springs,CO,80905,66144,2002
Colorado Springs,Extra Space Storage,1505 Sheridan Avenue,Colorado Springs,CO,80913,93438,2011
Colorado Springs,Extra Space Storage,5195 Austin Bluffs Pkwy,Colorado Springs,CO,80918,65346,2000
Colorado Springs,Extra Space Storage,5110 Stetson Hills Blvd,Colorado Springs,CO,80917,78175,2002
Columbia,Extra Space Storage,120 Northpoint Drive,Lexington,SC,29072,68136,2003
Columbia,Extra Space Storage,2470 Decker Blvd,Columbia,SC,29206,95888,1977
Columbia,Extra Space Storage,115 Harban Court,Columbia,SC,29212,81237,2001
Columbia,Extra Space Storage,890 St Peters Road,Lexington,SC,29072,29431,2009
Columbia,Extra Space Storage,512 Percival Road,Columbia,SC,29206,60270,2003
Columbia,Extra Space Storage,1721 Clemson Road,Columbia,SC,29229,75250,2014
Columbus,Extra Space Storage,4616 Kenny Road,Columbus,OH,43220,47000,1997
Columbus,Extra Space Storage,2087 South Hamilton Road,Columbus,OH,43232,65665,1997
Columbus,Extra Space Storage,191 North Wilson Road,Columbus,OH,43204,66640,1995
Columbus,Extra Space Storage,3015 West Dublin Granville Road,Columbus,OH,43235,69955,1987
Columbus,Extra Space Storage,3569 East Main Street,Columbus,OH,43213,39300,1988
Columbus,Extra Space Storage,111 Schofield Drive,Columbus,OH,43213,52260,1995
Columbus,Extra Space Storage,2929 Dublin Road,Hilliard,OH,43026,54000,1996
Columbus,Extra Space Storage,3450 Parkway Lane,Hilliard,OH,43026,71228,1987
Columbus,Extra Space Storage,2160 Innis Road,Columbus,OH,43224,104200,1986
Columbus,Extra Space Storage,900 Urlin Avenue,Columbus,OH,43215,62400,1988
Columbus GA,Extra Space Storage,1412 Opelika Road,Auburn,AL,36830,38720,1985
Columbus GA,Extra Space Storage,1242 North Dean Road,Auburn,AL,36830,75055,2003
Dallas - North,Extra Space Storage,13705 Montfort Drive,Dallas,TX,75240,123024,2015
Dallas - North,Extra Space Storage,4200 K Avenue,Plano,TX,75074,96825,2007
Dallas - North,Extra Space Storage,6600 K Avenue,Plano,TX,75074,77541,2010
Dallas - North,Extra Space Storage,6101 Wagner Way,Plano,TX,75023,87615,1995
Dallas - North,Extra Space Storage,12100 Shiloh Road,Dallas ,TX,75228,81000,2005
Dallas - North,Extra Space Storage,2809 Belt Line Road,Garland,TX,75044,72000,2002
Dallas - North,Extra Space Storage,5104 14th Street,Plano,TX,75074,86700,2009
Dallas - North,Extra Space Storage,1455 Highway 66,Garland,TX,75040,81140,2009
Dallas - North,Extra Space Storage,3950 Gus Thomasson Road,Mesquite,TX,75150,102852,2000
Dallas - North,Extra Space Storage,4114 North Central Expwy,Dallas,TX,75204,187123,1997
Dallas - North,Extra Space Storage,12190 Inwood Road,Dallas,TX,75244,115356,1998
Dallas - North,Extra Space Storage,19211 Preston Road,Dallas,TX,75252,95525,1996
Dallas - North,Extra Space Storage,17854 Preston Road,Dallas,TX,75252,87760,1994
Dallas - North,Extra Space Storage,10740 Garland Road,Dallas,TX,75218,70120,1960
Dallas - North,Extra Space Storage,5701 East Northwest Hwy,Dallas,TX,75231,141383,1997
Dallas - North,Extra Space Storage,4920 Mckinney Avenue,Dallas,TX,75205,98128,1999
Dallas - North,Extra Space Storage,5431 Lemmon Avenue,Dallas,TX,75209,72988,1960
Dallas - North,Extra Space Storage,2600 State Highway 121,Lewisville ,TX,75056,100475,2012
Dallas - North,Extra Space Storage,503 South Haskell Avenue,Dallas,TX,75223,88944,2007
Dallas - North,Extra Space Storage,3101 West Spring Creek Pkwy,Plano,TX,75023,74400,2000
Dallas - North,Extra Space Storage,3308 Waypoint Drive,Carrollton,TX,75006,108950,1993
Dallas - North,Extra Space Storage,19383 Preston Road,Dallas,TX,75252,118655,1998
Dallas - North,Extra Space Storage,18530 Dallas Pkwy,Dallas,TX,75287,70550,1995
Dallas - North,Extra Space Storage,3 Prestige Circle,Allen,TX,75002,82300,1997
Dallas - North,Extra Space Storage,6501 West Plano Pkwy,Plano,TX,75093,79515,1998
Dallas - North,Extra Space Storage,2416 Lakeview Pkwy,Rowlett,TX,75088,70921,2002
Dallas - Suburban,Extra Space Storage,730 East Wheatland Road,Duncanville ,TX,75116,67973,2014
Dallas - Suburban,Extra Space Storage,4251 State Highway 161,Irving ,TX,75038,74575,2013
Dallas - Suburban,Extra Space Storage,2301 Story Road West,Irving,TX,75038,78050,2008
Dallas - Suburban,Extra Space Storage,1931 Fort Worth Avenue,Dallas,TX,75208,57174,1973
Dallas - Suburban,Extra Space Storage,2814 South Walton Walker Blvd,Dallas,TX,75211,73295,2006
Dallas - Suburban,Extra Space Storage,1751 East Beltline Road,Coppell,TX,75019,73891,2003
Dallas - Suburban,Extra Space Storage,39050 Lyndon B Johnson Fwy,Dallas,TX,75232,133125,2005
Dallas - Suburban,Extra Space Storage,8441 Clark Road,Dallas,TX,75249,106660,2007
Dallas - Suburban,Extra Space Storage,811 South Hampton Road,DeSoto,TX,75115,85050,2007
Dallas - Suburban,Extra Space Storage,303 East Highway 67,Duncanville,TX,75137,73265,2010
Dallas - Suburban,Extra Space Storage,1251 North Stemmons Fwy,Lewisville,TX,75067,96100,2005
Dallas - Suburban,Extra Space Storage,810 South Denton Tap Road,Coppell,TX,75019,97955,1987
Dallas - Suburban,Extra Space Storage,1975 West Northwest Hwy,Dallas,TX,75220,80402,1986
Denver,Extra Space Storage,5602 West 120th Avenue,Broomfield,CO,80020,91992,2019
Denver,Extra Space Storage,3888 East Mexico Avenue,Denver,CO,80210,123989,2018
Denver,Extra Space Storage,6301 West Mississippi Avenue,Lakewood,CO,80226,162528,1987
Denver,Extra Space Storage,2950 West 96th Avenue,Denver,CO,80260,73000,1998
Denver,Extra Space Storage,7117 West 56th Avenue,Arvada,CO,80002,43998,1974
Denver,Extra Space Storage,7140 Irving Street,Westminster,CO,80030,53737,1972
Denver,Extra Space Storage,4861 West 120th Avenue,Broomfield,CO,80020,54250,1995
Denver,Extra Space Storage,11855 East 40th Avenue,Denver,CO,80239,66892,1974
Denver,Extra Space Storage,4633 Industrial Way,Castle Rock,CO,80109,66803,1997
Denver,Extra Space Storage,664 West Thornton Pkwy,Thornton,CO,80260,53900,1974
Denver,Extra Space Storage,13100 Lincoln Avenue,Parker,CO,80134,62931,2005
Detroit,Extra Space Storage,49215 Van Dyke Avenue,Shelby Township,MI,48317,97345,1987
Detroit,Extra Space Storage,1928 London Avenue,Lincoln Park,MI,48146,90042,1987
Detroit,Extra Space Storage,1150 Coolidge Hwy,Troy,MI,48084,60000,1987
Detroit,Extra Space Storage,1900 Old Rawsonville Road,Belleville,MI,48111,89778,1987
Detroit,Extra Space Storage,6729 North Canton Center Road,Canton,MI,48187,61892,1986
Detroit,Extra Space Storage,24651 North River Road,Mt Clemens,MI,48043,27850,1980
Detroit,Extra Space Storage,11511 Allen Road,Southgate,MI,48195,68355,1997
Detroit,Extra Space Storage,38875 Grand River Avenue,Farmington,MI,48335,59209,1987
El Paso,Extra Space Storage,6047 Woodrow Bean Transmountain Drive,El Paso,TX,79924,34897,2010
Fort Lauderdale,Extra Space Storage,7795 West Sunrise Blvd,Plantation,FL,33322,105314,2019
Fort Lauderdale,Extra Space Storage,818 NE 44th Street,Oakland Park,FL,33334,29957,1999
Fort Lauderdale,Extra Space Storage,750 East Sample Road,Pompano Beach,FL,33064,155108,1999
Fort Lauderdale,Extra Space Storage,16400 West State Road 84,Weston,FL,33326,79576,2004
Fort Lauderdale,Extra Space Storage,3401 South State Road 7,Davie,FL,33314,138901,1987
Fort Lauderdale,Extra Space Storage,4950 North Dixie Hwy,Oakland Park,FL,33334,139536,1987
Fort Lauderdale,Extra Space Storage,430 North Dixie Hwy,Hollywood,FL,33020,90653,2004
Fort Lauderdale,Extra Space Storage,3590 South State Road 7,Miramar,FL,33023,85956,1977
Fort Lauderdale,Extra Space Storage,2048 South State Road 7,North Lauderdale,FL,33068,96697,1988
Fort Lauderdale,Extra Space Storage,3750 Coral Ridge Drive,Coral Springs,FL,33065,101389,2000
Fort Lauderdale,Extra Space Storage,6550 West State Road 84,Davie,FL,33317,96688,1987
Fort Lauderdale,Extra Space Storage,855 West Commercial Blvd,Fort Lauderdale,FL,33309,84664,1986
Fort Lauderdale,Extra Space Storage,1880 North State Road 7,Margate,FL,33063,61520,1985
Fort Lauderdale,Extra Space Storage,7400 West McNab Road,North Lauderdale,FL,33068,89217,1990
Fort Lauderdale,Extra Space Storage,2100 South State Road 7,Fort Lauderdale,FL,33317,110852,2011
Fort Lauderdale,Extra Space Storage,5201 NW 31st Avenue,Fort Lauderdale,FL,33309,76585,2000
Fort Lauderdale,Extra Space Storage,421 NW 1st Avenue,Fort Lauderdale,FL,33301,134176,2009
Fort Lauderdale,Extra Space Storage,1900 NW 19th Street,Fort Lauderdale,FL,33311,145276,1989
Fort Lauderdale,Extra Space Storage,3595 NE 5th Avenue,Oakland Park,FL,33334,30464,1973
Fort Lauderdale,Extra Space Storage,2290 NW 19th Street,Fort Lauderdale,FL,33311,119498,1973
Fort Lauderdale,Extra Space Storage,1201 North Flagler Drive,Fort Lauderdale,FL,33304,75863,2011
Fort Lauderdale,Extra Space Storage,2523 NW 6th Street,Fort Lauderdale,FL,33311,88048,1975
Fort Lauderdale,Extra Space Storage,1000 South Dixie Hwy East,Pompano Beach,FL,33060,29370,1968
Fort Lauderdale,Extra Space Storage,521 NE 35th Street,Oakland Park,FL,33334,61804,2006
Fort Lauderdale,Extra Space Storage,1850 Miami Road,Fort Lauderdale,FL,33316,119144,1997
Fort Lauderdale,Extra Space Storage,3901 West Sunrise Blvd,Lauderhill,FL,33311,107553,1984
Fort Lauderdale,Extra Space Storage Phase II,3590 South State Road 7,Miramar,FL,33023,128512,
Fort Worth,Extra Space Storage,9528 White Settlement Road,Fort Worth,TX,76108,87725,2005
Fort Worth,Extra Space Storage,2750 North Highway 360,Grand Prairie,TX,75050,84216,2000
Fort Worth,Extra Space Storage,2255 North Highway 360,Grand Prairie,TX,75050,88500,1998
Fort Worth,Extra Space Storage,1925 South Bowie Drive,Weatherford,TX,76086,80212,2000
Fort Worth,Extra Space Storage,990 Alta Mere Drive,Fort Worth,TX,76116,177148,1975
Fort Worth,Extra Space Storage,701 East Mid Cities Blvd,Euless,TX,76039,74185,2003
Fort Worth,Extra Space Storage,3813 Airport Fwy,Bedford,TX,76021,74414,1985
Fort Worth,Extra Space Storage,2044 West State Highway 114,Grapevine,TX,76051,84095,1995
Fort Worth,Extra Space Storage,1204 West Euless Blvd,Euless,TX,76040,117700,1973
Fort Worth,Extra Space Storage,5401 West Rosedale Street,Fort Worth,TX,76107,73637,1998
Fort Worth,Extra Space Storage,1908 East Pioneer Pkwy,Arlington,TX,76010,77075,1986
Fort Worth,Extra Space Storage,1351 FM 1187,Mansfield,TX,76063,83274,2013
Fort Worth,Extra Space Storage,5105 Mansfield Hwy,Fort Worth,TX,76119,74550,2008
Fort Worth,Extra Space Storage,6750 Mandy Lane,Fort Worth,TX,76112,90845,2007
Fort Worth,Extra Space Storage,7812 Camp Bowie West Blvd,Fort Worth,TX,76116,51040,1972
Fort Worth,Extra Space Storage,213 South Watson Road,Arlington,TX,76010,66444,2005
Fort Worth,Extra Space Storage,8111 US 287 Frontage Road,Arlington,TX,76001,61428,2012
Fort Worth,Extra Space Storage,1712 West Randol Mill Road,Arlington,TX,76012,48020,1984
Grand Rapids,Extra Space Storage,1204 28th Street SE,Grand Rapids,MI,49508,56350,1987
Grand Rapids,Extra Space Storage,4438 Spartan Industrial Drive SW,Grandville,MI,49418,66716,1982
Greenville,Extra Space Storage,1201 Laurens Road,Greenville,SC,29607,89607,1994
Greenville,Extra Space Storage,3600 Wade Hampton Blvd,Taylors,SC,29687,66200,2003
Greenville,Extra Space Storage,549 Woodruff Road,Greenville,SC,29607,95353,2015
Honolulu,Extra Space Storage,1414 Kalakaua Avenue,Honolulu,HI,96826,113462,2007
Honolulu,Extra Space Storage,543 Farrington Hwy,Kapolei,HI,96707,101305,2007
Honolulu,Extra Space Storage,620 California Avenue,Wahiawa,HI,96786,30138,1960
Honolulu,Extra Space Storage,590 Farrington Hwy,Kapolei,HI,96707,121759,2000
Honolulu,Extra Space Storage,633 Ahua Street,Honolulu,HI,96819,95595,2007
Houston - East,Extra Space Storage,1289 FM 518,Kemah,TX,77565,257960,1983
Houston - East,Extra Space Storage,10617 Fuqua Street,Houston,TX,77089,84100,2008
Houston - East,Extra Space Storage,25690 Interstate 45,Woodlands,TX,77380,80800,1999
Houston - East,Extra Space Storage,5236 East Fwy,Baytown,TX,77521,136100,2009
Houston - East,Extra Space Storage,15800 Space Center Blvd,Houston,TX,77062,126504,2007
Houston - East,Extra Space Storage,235 Kirby Road,Seabrook,TX,77586,89430,2001
Houston - East,Extra Space Storage,9809 Broadway Street,Pearland,TX,77584,101100,2004
Houston - East,Extra Space Storage,12620 Ryewater Drive,Houston,TX,77089,69770,2005
Houston - East,Extra Space Storage,4402 Underwood Road,La Porte,TX,77571,115230,2005
Houston - East,Extra Space Storage,1402 Spencer Hwy,South Houston,TX,77587,91800,1962
Houston - East,Extra Space Storage,807 Brazospark Drive,Clute,TX,77531,70890,1976
Houston - East,Extra Space Storage,5603 Treaschwig Road,Spring,TX,77373,79040,2000
Houston - West,Extra Space Storage,2315 Old Mill Road,Sugar Land,TX,77478,70410,1994
Houston - West,Extra Space Storage,8600 Main Street,Houston,TX,77025,63050,1996
Houston - West,Extra Space Storage,2222 Southwest Fwy,Houston,TX,77098,108360,1999
Houston - West,Extra Space Storage,12190 West Branch Crossing Drive,The Woodlands,TX,77382,100031,2007
Houston - West,Extra Space Storage,3535 Katy Fwy,Houston,TX,77007,101628,1999
Houston - West,Extra Space Storage,10015 North Eldridge Pkwy,Houston,TX,77065,96075,2008
Houston - West,Extra Space Storage,5208 Reading Road,Rosenberg,TX,77471,89000,2006
Houston - West,Extra Space Storage,7879 Katy Fwy,Houston,TX,77024,126564,2014
Houston - West,Extra Space Storage,3505 West Bellfort Avenue,Houston,TX,77025,112500,2018
Indianapolis,Extra Space Storage,501 Fulton Street,Indianapolis,IN,46202,115000,
Indianapolis,Extra Space Storage,5260 Commerce Circle,Indianapolis,IN,46237,17709,1995
Indianapolis,Extra Space Storage,7009 East 56th Street,Indianapolis,IN,46226,61795,1986
Indianapolis,Extra Space Storage,3750 Bauer Drive West,Indianapolis,IN,46280,65135,1995
Indianapolis,Extra Space Storage,3350 Lafayette Road,Indianapolis,IN,46222,65615,2004
Indianapolis,Extra Space Storage,8051 Windham Lake Drive,Indianapolis,IN,46214,80206,1995
Indianapolis,Extra Space Storage,4723 South Emerson Avenue,Indianapolis,IN,46203,75150,2008
Indianapolis,Extra Space Storage,4049 Kildeer Drive,Indianapolis,IN,46237,43275,1995
Indianapolis,Extra Space Storage,5335 East 65th Street,Indianapolis,IN,46220,41110,2000
Indianapolis,Extra Space Storage,9499 East Washington Street,Indianapolis,IN,46229,49533,2001
Indianapolis,Extra Space Storage,5390 Rockville Road,Indianapolis,IN,46224,64000,2000
Indianapolis,Extra Space Storage,8040 Georgetown Road,Indianapolis,IN,46268,74360,2007
Indianapolis,Extra Space Storage,2420 East Stop 11 Road,Indianapolis,IN,46227,79740,1986
Indianapolis,Extra Space Storage,501 Fulton Street,Indianapolis,IN,46202,67690,1990
Indianapolis,Extra Space Storage,7151 East 86th Street,Indianapolis,IN,46250,30045,1985
Indianapolis,Extra Space Storage,6231 Crawfordsville Road,Indianapolis,IN,46224,46620,1984
Indianapolis,Extra Space Storage,355 Fry Road,Greenwood,IN,46142,49040,1980
Inland Empire,Extra Space Storage,18777 Bloomington Avenue,Bloomington,CA,92316,67546,2003
Inland Empire,Extra Space Storage,38370 Winchester Road,Murrieta,CA,92563,78103,2008
Inland Empire,Extra Space Storage,660 West Acacia Avenue,Hemet,CA,92543,54770,2006
Inland Empire,Extra Space Storage,2005 Sterling Avenue,San Bernardino,CA,92404,89672,2006
Inland Empire,Extra Space Storage,155 West Club Center Drive,San Bernardino,CA,92408,61905,1986
Inland Empire,Extra Space Storage,15555 Yates Road,Victorville,CA,92395,58128,1980
Inland Empire,Extra Space Storage,21201 Box Springs Road,Moreno Valley,CA,92557,47205,1994
Inland Empire,Extra Space Storage,321 Alabama Street,Redlands,CA,92373,74236,1986
Inland Empire,Extra Space Storage,5910 Mission Blvd,Riverside,CA,92509,102402,1993
Inland Empire,Extra Space Storage,14750 Foothill Blvd,Fontana,CA,92335,93059,2002
Inland Empire,Extra Space Storage,17197 Valley Blvd,Fontana,CA,92335,84970,2003
Inland Empire,Extra Space Storage,13475 Baseline Avenue,Fontana,CA,92336,93109,2002
Inland Empire,Extra Space Storage,15713 Valley Blvd,Fontana,CA,92335,97709,2000
Inland Empire,Extra Space Storage,13473 Foothill Blvd,Fontana,CA,92335,76218,1986
Inland Empire,Extra Space Storage,750 South Sanderson Avenue,Hemet,CA,92545,90193,1995
Inland Empire,Extra Space Storage,9353 Mariposa Road,Hesperia,CA,92345,90965,2004
Inland Empire,Extra Space Storage,18791 Collier Avenue,Lake Elsinore,CA,92530,82424,2003
Inland Empire,Extra Space Storage,550 Central Avenue,Lake Elsinore,CA,92530,63225,2002
Inland Empire,Extra Space Storage,10192 Linden Avenue,Bloomington,CA,92316,40564,1980
Inland Empire,Extra Space Storage,69100 Converse Road,Cathedral City,CA,92234,86560,2002
Inland Empire,Extra Space Storage,850 South Mount Vernon Avenue,Colton,CA,92324,58586,1991
Inland Empire,Extra Space Storage,78265 Country Club Drive,Bermuda Dunes,CA,92203,162000,2009
Inland Empire,Extra Space Storage,46600 Adams Street,La Quinta,CA,92253,114153,2002
Jackson,Extra Space Storage,122 Yandell Road,Canton,MS,39046,101006,1996
Jackson,Extra Space Storage,426 Christine Drive,Ridgeland,MS,39157,50900,2004
Jacksonville,Extra Space Storage,790 Monument Road,Jacksonville,FL,32225,111535,2008
Jacksonville,Extra Space Storage,100 Girvin Road,Jacksonville,FL,32225,112204,2015
