Market,"Owner/Operator, Franchise",ADDRESS,CTY,ST,Zip,Area,Year
Richmond - Tidewater,Extra Space Storage,200 Poplar Hill Road,Chesapeake,VA,23321,112125,2009
Richmond - Tidewater,Extra Space Storage,659 Woodlake Drive,Chesapeake,VA,23320,201900,2003
Richmond - Tidewater,Extra Space Storage,520 West Williamsburg Road,Sandston,VA,23150,90875,2005
Richmond - Tidewater,Extra Space Storage,5202 West Broad Street,Richmond,VA,23230,104547,1984
Richmond - Tidewater,Extra Space Storage,1140 North Laburnum Avenue,Richmond,VA,23223,108725,2006
Richmond - Tidewater,Extra Space Storage,4620 Bruce Road,Chesapeake,VA,23321,116280,2004
Richmond - Tidewater,Extra Space Storage,1545 General Booth Blvd,Virginia Beach,VA,23454,122336,2002
Richmond - Tidewater,Extra Space Storage,2206 Victory Blvd,Portsmouth,VA,23702,62490,2009
Richmond - Tidewater,Extra Space Storage,1343 Big Bethel Road,Hampton,VA,23666,80925,2007
Richmond - Tidewater,Extra Space Storage,1425 Kempsville Road,Virginia Beach,VA,23464,137618,2005
Richmond - Tidewater,Extra Space Storage,491 Denbigh Blvd,Newport News,VA,23608,88153,1997
Richmond - Tidewater,Extra Space Storage,1141 West Pembroke Avenue,Hampton,VA,23661,95065,2002
Richmond - Tidewater,Extra Space Storage,25 Tyler Avenue,Newport News,VA,23601,96660,2006
Richmond - Tidewater,Extra Space Storage,801 J Clyde Morris Blvd,Newport News,VA,23601,96148,1998
Richmond - Tidewater,Extra Space Storage,2215 Granby Street,Norfolk,VA,23517,87750,2005
Richmond - Tidewater,Extra Space Storage,301 South Naval Base Road,Norfolk,VA,23505,81310,2002
Richmond - Tidewater,Extra Space Storage,621 Village Drive,Virginia Beach,VA,23454,136820,2004
Richmond - Tidewater,Extra Space Storage,7000 Hull Street Road,Richmond,VA,23224,127549,2008
Sacramento,Extra Space Storage,185 Parkshore Drive,Folsom,CA,95630,53507,2001
Sacramento,Extra Space Storage,1011 Foothills Blvd,Roseville,CA,95747,116817,2004
Sacramento,Extra Space Storage,975 F Street,West Sacramento,CA,95605,110542,2009
Sacramento,Extra Space Storage,3000 B Street,Sacramento,CA,95816,139402,2006
Sacramento,Extra Space Storage,5051 Perry Avenue,Sacramento,CA,95820,62665,1986
Sacramento,Extra Space Storage,8051 East Stockton Blvd,Sacramento,CA,95823,97917,2006
Sacramento,Extra Space Storage,2733 Elkhorn Blvd,North Highlands,CA,95660,59703,1979
Sacramento,Extra Space Storage,2410 Mercantile Drive,Rancho Cordova,CA,95742,97387,1985
Sacramento,Extra Space Storage,540 6th Street,Roseville,CA,95678,58529,1985
Sacramento,Extra Space Storage,100 Junction Blvd,Roseville,CA,95678,68754,1985
Sacramento,Extra Space Storage,7345 Roseville Road,Sacramento,CA,95842,90531,2008
Sacramento,Extra Space Storage,5770 Auburn Blvd,Sacramento,CA,95841,81865,1975
Sacramento,Extra Space Storage,1353 Florin Road,Sacramento,CA,95822,70365,1987
Sacramento,Extra Space Storage,6900 Franklin Blvd,Sacramento,CA,95823,89187,2007
Sacramento,Extra Space Storage,4245 Sunrise Blvd,Fair Oaks,CA,95628,105795,2004
Sacramento,Extra Space Storage,8392 Power Inn Road,Elk Grove,CA,95624,97450,2001
Sacramento,Extra Space Storage,9480 West Stockton Blvd,Elk Grove,CA,95758,99602,2001
Sacramento,Extra Space Storage,5951 West Oaks Blvd,Rocklin,CA,95765,79027,2000
Salt Lake City,Extra Space Storage,5520 South 3915 West,Salt Lake City,UT,84129,76600,1985
Salt Lake City,Extra Space Storage,4537 West 3500 South,West Valley City,UT,84120,57465,1995
Salt Lake City,Extra Space Storage,2150 East 3300 South,Millcreek,UT,84109,64240,1992
Salt Lake City,Extra Space Storage,1401 West Center Street,Orem,UT,84057,64595,1979
Salt Lake City,Extra Space Storage,7062 South Airport Road,West Jordan,UT,84084,90080,2001
Salt Lake City,Extra Space Storage,8308 South 700 East,Sandy,UT,84070,86230,1993
Salt Lake City,Extra Space Storage,7210 South Redwood Road,West Jordan,UT,84084,55575,1986
Salt Lake City,Extra Space Storage,9741 South 700 East,Sandy,UT,84070,112906,2008
Salt Lake City,Extra Space Storage,6384 South Cottonwood Street,Murray,UT,84107,69088,1986
Salt Lake City,Extra Space Storage,5572 Van Winkle,Salt Lake City,UT,84117,60464,2016
San Antonio,Extra Space Storage,1974 South Alamo Street,San Antonio,TX,78204,141040,2015
San Antonio,Extra Space Storage,15322 San Pedro Avenue,San Antonio,TX,78232,102663,2015
San Antonio,Extra Space Storage,4515 De Zavala Road,San Antonio,TX,78249,105535,2005
San Antonio,Extra Space Storage,8378 Culebra Road,San Antonio,TX,78251,64622,1985
San Antonio,Extra Space Storage,7820 Westchase,San Antonio,TX,78240,55891,1997
San Antonio,Extra Space Storage,202 North Loop 1604 West,San Antonio,TX,78232,69075,1998
San Diego,Extra Space Storage,3085 Del Sol Blvd,San Diego,CA,92154,76679,2015
San Diego,Extra Space Storage,1560 Frazee Road,San Diego,CA,92108,68875,1978
San Diego,Extra Space Storage,3091 Oceanside Blvd,Oceanside,CA,92054,74789,1979
San Diego,Extra Space Storage,3808 Cedar Street,San Diego,CA,92105,156310,1983
San Diego,Extra Space Storage,3883 Sherman Street,San Diego,CA,92110,210000,1990
San Diego,Extra Space Storage,8192 Miramar Road,San Diego,CA,92126,51184,1986
San Diego,Extra Space Storage,8038 Arjons Drive,San Diego,CA,92126,150000,1986
San Diego,Extra Space Storage,10115 Mission Gorge Road,Santee,CA,92071,81250,1975
San Diego,Extra Space Storage,4705 North River Road,Oceanside,CA,92057,97066,1989
San Diego,Extra Space Storage,4567 Oceanside Blvd,Oceanside,CA,92056,200500,1985
San Diego,Extra Space Storage,1539 East Main Street,El Cajon,CA,92021,99999,2009
San Diego,Extra Space Storage,372 West Aviation Road,Fallbrook,CA,92028,56500,1986
San Fernando Valley - Ventura County,Extra Space Storage,7400 Coldwater Canyon Avenue,North Hollywood,CA,91605,68075,1993
San Fernando Valley - Ventura County,Extra Space Storage,5225 Pacific Coast Hwy,Sherman Oaks,CA,91411,116863,1997
San Fernando Valley - Ventura County,Extra Space Storage,11570 Ventura Blvd,Studio City,CA,91604,48895,2000
San Fernando Valley - Ventura County,Extra Space Storage,11423 Vanowen Street,North Hollywood,CA,91605,94480,2004
San Fernando Valley - Ventura County,Extra Space Storage,13434 Saticoy Street,North Hollywood,CA,91605,62643,2003
San Fernando Valley - Ventura County,Extra Space Storage,5120 San Fernando Road,Glendale,CA,91204,45546,1976
San Fernando Valley - Ventura County,Extra Space Storage,10261 Glenoaks Blvd,Pacoima,CA,91331,84390,2009
San Fernando Valley - Ventura County,Extra Space Storage,37352 Sierra Hwy,Palmdale,CA,93550,120000,2003
San Fernando Valley - Ventura County,Extra Space Storage,8540 Cedros Avenue,Panorama City,CA,91402,107312,1987
San Fernando Valley - Ventura County,Extra Space Storage,45615 23rd Street West,Lancaster,CA,93536,95810,2009
San Fernando Valley - Ventura County,Extra Space Storage,1722 West Avenue J8,Lancaster,CA,93534,71734,2004
San Fernando Valley - Ventura County,Extra Space Storage,8250 Foothill Blvd,Sunland,CA,91040,68213,2003
San Fernando Valley - Ventura County,Extra Space Storage,15101 Raymer Street,Van Nuys,CA,91405,77957,1995
San Fernando Valley - Ventura County,Extra Space Storage,18500 Eddy Street,Northridge,CA,91324,69054,1991
San Fernando Valley - Ventura County,Extra Space Storage,2801 Thornton Avenue,Burbank,CA,91504,53903,1994
San Fernando Valley - Ventura County,Extra Space Storage,20221 Prairie Street,Chatsworth,CA,91311,106290,1974
San Fernando Valley - Ventura County,Extra Space Storage,21536 Devonshire Street,Chatsworth,CA,91311,78777,2004
San Fernando Valley - Ventura County,Extra Space Storage,175 West Verdugo Avenue,Burbank,CA,91502,109045,1986
San Fernando Valley - Ventura County,Extra Space Storage,2585 West 5th Street,Oxnard,CA,93030,89324,2001
San Fernando Valley - Ventura County,Extra Space Storage,375 South Laurel Street,Ventura,CA,93001,61265,1996
San Fernando Valley - Ventura County,Extra Space Storage,161 Duesenberg Drive,Thousand Oaks,CA,91362,67982,1997
San Fernando Valley - Ventura County,Extra Space Storage,3101 Grande Vista Drive,Newbury Park,CA,91320,57813,1999
San Fernando Valley - Ventura County,Extra Space Storage,2650 Stearns Street,Simi Valley,CA,93063,91564,2000
San Fernando Valley - Ventura County,Extra Space Storage,1285 Thousand Oaks Blvd,Thousand Oaks,CA,91362,86508,2015
San Fernando Valley - Ventura County,Extra Space Storage,12360 Foothill Blvd,Sylmar,CA,91342,79458,2001
San Fernando Valley - Ventura County,Extra Space Storage,6527 San Fernando Road,Glendale,CA,91201,53996,2016
San Fernando Valley - Ventura County,Extra Space Storage,4753 East Los Angeles Avenue,Simi Valley,CA,93063,114444,
San Fernando Valley - Ventura County,Extra Space Storage Phase II,15101 Raymer Street,Van Nuys,CA,91405,31280,
San Francisco - Peninsula,Extra Space Storage,190 Otis Street,San Francisco,CA,94103,113900,2000
San Francisco - Peninsula,Extra Space Storage,1280 Rollins Road,Burlingame,CA,94010,54500,2005
San Francisco - Peninsula,Extra Space Storage,1400 Folsom Street,San Francisco,CA,94103,75169,2007
San Francisco - Peninsula,Extra Space Storage,2501 Cesar Chavez Street,San Francisco,CA,94124,75063,2003
San Francisco - Peninsula,Extra Space Storage,496 Hearn Avenue,Santa Rosa,CA,95407,115754,2001
San Francisco - Peninsula,Extra Space Storage,2053 West Steele Lane,Santa Rosa,CA,95403,106785,1986
San Francisco - Peninsula,Extra Space Storage,871 Willow Street,Redwood City,CA,94063,110374,2014
San Francisco - Peninsula,Extra Space Storage,477 Harbor Blvd,Belmont,CA,94002,87614,2007
San Francisco - Peninsula,Extra Space Storage,3601 Junipero Serra Blvd,Daly City,CA,94014,102915,1980
San Francisco - Peninsula,Extra Space Storage,1700 Egbert Avenue,San Francisco,CA,94124,49000,1997
San Francisco - Peninsula,Extra Space Storage,6635 Redwood Drive,Rohnert Park,CA,94928,82477,2001
San Francisco - Peninsula,Extra Space Storage,999 East Bayshore Road,Palo Alto,CA,94303,63521,1989
Savannah - Hilton Head,Extra Space Storage,1060 King George Blvd,Savannah,GA,31419,63459,2002
Savannah - Hilton Head,Extra Space Storage,782 King George Blvd,Savannah,GA,31419,51135,2001
Savannah - Hilton Head,Extra Space Storage,4777 US 80,Savannah,GA,31410,75228,2006
Seattle,Extra Space Storage,1430 North 130th Street,Seattle,WA,98133,91925,1999
Seattle,Extra Space Storage,11024 SE 208th Street,Kent,WA,98031,95000,2014
Seattle,Extra Space Storage Phase II,1430 North 130th Street,Seattle,WA,98133,46375,2020
South Bend,Extra Space Storage,707 East McKinley Avenue,Mishawaka,IN,46545,79878,1998
Southwest Florida Coast,Extra Space Storage,5225 Caruso Road,Bradenton,FL,34203,89700,2017
Southwest Florida Coast,Extra Space Storage,4500 Sommerset Drive,Fort Myers,FL,33901,103180,2017
Southwest Florida Coast,Extra Space Storage,1930 Cortez Road West,Bradenton,FL,34207,57344,1978
Southwest Florida Coast,Extra Space Storage,17960 Paulson Drive,Port Charlotte,FL,33954,74780,1999
Southwest Florida Coast,Extra Space Storage,1266 US - 41,Venice,FL,34285,110869,2001
Southwest Florida Coast,Extra Space Storage,4173 Clark Road,Sarasota,FL,34233,108037,1988
Southwest Florida Coast,Extra Space Storage,16590 San Carlos Blvd,Fort Myers,FL,33908,65025,1989
Southwest Florida Coast,Extra Space Storage,14600 Old 41 North,Naples,FL,34110,87260,1986
Southwest Florida Coast,Extra Space Storage,4010 East State Road 64,Bradenton,FL,34208,67250,1997
Southwest Florida Coast,Extra Space Storage,23215 Harborview Road,Punta Gorda,FL,33980,81820,1986
Southwest Florida Coast,Extra Space Storage,8420 Murano Del Lago Drive,Bonita Springs,FL,34135,117429,2009
Southwest Florida Coast,Extra Space Storage,9321 Cypress Lake Drive,Fort Myers,FL,33919,74190,2000
Southwest Florida Coast,Extra Space Storage,11301 Bonita Beach Road SE,Bonita Springs,FL,34135,83879,2008
Southwest Florida Coast,Extra Space Storage,2255 North Washington Blvd,Sarasota,FL,34234,93146,1973
St Louis,Extra Space Storage,12334 Old Tesson Road,St. Louis,MO,63128,92694,1999
St Louis,Extra Space Storage,4210 Forest Park Avenue,Saint Louis,MO,63108,63264,1997
St Louis,Extra Space Storage,1500 South 1st Capitol Drive,St Charles,MO,63303,53108,1999
St Louis,Extra Space Storage,9702 Halls Ferry Road,St. Louis,MO,63136,55800,1998
St Louis,Extra Space Storage,9825 Gravois Road,St. Louis,MO,63123,71886,2000
St Louis,Extra Space Storage,11845 West Florissant Avenue,Florissant,MO,63033,83870,2000
Staten Island,Extra Space Storage,7 Arden Avenue,Staten Island,NY,10312,114636,2000
Tacoma,Extra Space Storage,2602 South 80th Street,Lakewood,WA,98499,102455,1997
Tacoma,Extra Space Storage,239 15th Street SE,Puyallup,WA,98372,69300,2003
Tacoma,Extra Space Storage,7880 South Tacoma Way,Tacoma,WA,98409,70326,2005
Tacoma,Extra Space Storage,12129 Pacific Hwy SW,Lakewood,WA,98499,86800,2003
Tallahassee,Extra Space Storage,1406 Capital Circle NE,Tallahassee,FL,32308,207013,1979
Tampa - St Petersburg - Clearwater,Extra Space Storage,8610 66th Street North,Pinellas Park,FL,33782,90230,2000
Tampa - St Petersburg - Clearwater,Extra Space Storage,13880 Walsingham Road,Largo,FL,33774,108292,2018
Tampa - St Petersburg - Clearwater,Extra Space Storage,6445 Florida Avenue South,Lakeland,FL,33813,100000,1999
Tampa - St Petersburg - Clearwater,Extra Space Storage,950 Pasadena Avenue South,St Petersburg,FL,33707,112261,2007
Tampa - St Petersburg - Clearwater,Extra Space Storage,2550 Land O Lakes Blvd,Land O Lakes,FL,34639,127630,2008
Tampa - St Petersburg - Clearwater,Extra Space Storage,5045 West Cypress Street,Tampa,FL,33607,43984,1998
Tampa - St Petersburg - Clearwater,Extra Space Storage,6780 Seminole Blvd,Seminole,FL,33772,55398,1981
Tampa - St Petersburg - Clearwater,Extra Space Storage,2190 Harden Blvd,Lakeland,FL,33803,73675,2000
Tampa - St Petersburg - Clearwater,Extra Space Storage,5890 North 54th Avenue North,St Petersburg,FL,33709,71261,1979
Tampa - St Petersburg - Clearwater,Extra Space Storage,2301 West Cleveland Street,Tampa,FL,33609,50228,1998
Tampa - St Petersburg - Clearwater,Extra Space Storage,2402 Bloomingdale Avenue,Valrico,FL,33596,66915,2000
Tampa - St Petersburg - Clearwater,Extra Space Storage,4105 West Hillsborough Avenue,Tampa,FL,33614,55810,1990
Tampa - St Petersburg - Clearwater,Extra Space Storage,6506 US Highway 301 South,Riverview,FL,33578,66580,2000
Tampa - St Petersburg - Clearwater,Extra Space Storage,707 Providence Road,Brandon,FL,33511,72842,1998
Tampa - St Petersburg - Clearwater,Extra Space Storage,1012 US-92,Auburndale,FL,33823,124734,2000
Tampa - St Petersburg - Clearwater,Extra Space Storage,4319 Duhme Road,St. Petersburg,FL,33708,69900,1999
Tampa - St Petersburg - Clearwater,Extra Space Storage,2930 US-98,Lakeland,FL,33805,78128,2011
Tucson,Extra Space Storage,8100 East 22nd Street,Tucson,AZ,85710,47100,1984
Tucson,Extra Space Storage,8710 North Oracle Road,Oro Valley,AZ,85704,77537,1987
Tucson,Extra Space Storage,2525 North Tucson Blvd,Tucson,AZ,85716,70991,1984
Twin Cities - Suburban,Extra Space Storage,8570 Aspen Lane North,Brooklyn Park,MN,55445,105444,2018
Twin Cities - Suburban,Extra Space Storage,12986 63rd Avenue North,Maple Grove,MN,55369,120732,2019
Twin Cities - Suburban,Extra Space Storage,4095 Nicols Road,Eagan,MN,55122,92280,2020
Twin Cities - Suburban,Extra Space Storage,2960 Empire Lane North,Plymouth,MN,55447,76786,2007
Twin Cities - Urban,Extra Space Storage,5721 Logan Avenue North,Brooklyn Center,MN,55430,112000,2019
Twin Cities - Urban,Extra Space Storage,6150 Baker Road,Minnetonka,MN,55345,92664,2018
Twin Cities - Urban,Extra Space Storage,5051 MN-7,Minneapolis,MN,55416,89278,2016
Twin Cities - Urban,Extra Space Storage Phase II,5051 MN-7,Minneapolis,MN,55416,47400,2020
Washington DC - Suburban Maryland,Extra Space Storage,10839 Georgia Avenue,Silver Spring,MD,20902,122550,1988
Washington DC - Suburban Maryland,Extra Space Storage,7722 Fenton Street,Silver Spring,MD,20910,110113,1989
Washington DC - Suburban Maryland,Extra Space Storage,22672 Three Notch Road,Lexington Park,MD,20653,89658,1998
Washington DC - Suburban Maryland,Extra Space Storage,10590 Metropolitan Avenue,Kensington,MD,20895,44226,1961
Washington DC - Suburban Maryland,Extra Space Storage,12030 Parklawn Drive,Rockville,MD,20852,85324,1985
Washington DC - Suburban Maryland,Extra Space Storage,18920 Earhart Court,Gaithersburg,MD,20879,87812,1988
Washington DC - Suburban Maryland,Extra Space Storage,1420 U Street NW,Washington,DC,20009,189805,1999
Washington DC - Suburban Maryland,Extra Space Storage,18830 Woodfield Road,Gaithersburg,MD,20879,55200,2001
Washington DC - Suburban Maryland,Extra Space Storage,19500 Frederick Road,Germantown,MD,20876,112850,1999
Washington DC - Suburban Maryland,Extra Space Storage,10101 Martin Luther King Jr Hwy,Lanham,MD,20706,140355,1971
Washington DC - Suburban Maryland,Extra Space Storage,6011 Blair Road NW,Washington,DC,20011,88848,1990
Washington DC - Suburban Maryland,Extra Space Storage,15221 Dino Drive,Burtonsville,MD,20866,95600,1999
Washington DC - Suburban Maryland,Extra Space Storage,11850 Parklawn Drive,Rockville,MD,20852,113900,1997
Washington DC - Suburban Maryland,Extra Space Storage,9211 Livingston Road,Fort Washington,MD,20744,60862,2000
Washington DC - Suburban Maryland,Extra Space Storage,6300 Walker Mill Road,Capitol Heights,MD,20743,104442,2003
Washington DC - Suburban Maryland,Extra Space Storage,5140 River Road,Bethesda,MD,20816,104207,1995
Washington DC - Suburban Maryland,Extra Space Storage,13200 Wisteria Drive,Germantown,MD,20874,87265,1990
Washington DC - Suburban Maryland,Extra Space Storage,2700 Whitney Place,District Heights,MD,20747,81431,2005
West Palm Beach - Boca Raton,Extra Space Storage,2051 South Military Trail,West Palm Beach,FL,33415,92322,2007
West Palm Beach - Boca Raton,Extra Space Storage,6035 Lake Worth Road,Greenacres,FL,33463,50162,2003
West Palm Beach - Boca Raton,Extra Space Storage,3455 Forest Hill Blvd,West Palm Beach,FL,33406,57809,1985
West Palm Beach - Boca Raton,Extra Space Storage,5580 Okeechobee Blvd,West Palm Beach,FL,33417,84875,1997
West Palm Beach - Boca Raton,Extra Space Storage,7285 Southern Blvd,West Palm Beach,FL,33413,84404,1986
West Palm Beach - Boca Raton,Extra Space Storage,3090 NW 2nd Avenue,Boca Raton,FL,33431,76227,1985
West Palm Beach - Boca Raton,Extra Space Storage,2300 North Military Trail,West Palm Beach,FL,33409,59701,1986
West Palm Beach - Boca Raton,Extra Space Storage,901 South Congress Avenue,West Palm Beach,FL,33406,81284,1967
West Palm Beach - Boca Raton,Extra Space Storage,401 North Military Trail,West Palm Beach,FL,33415,55700,1987
West Palm Beach - Boca Raton,Extra Space Storage,3599 South Congress Avenue,Palm Springs,FL,33461,108752,1958
White Plains,Extra Space Storage,2820 Route 32,Saugerties,NY,12477,99750,1986
White Plains,Extra Space Storage,102 North Macquesten Pkwy,Mt Vernon,NY,10550,44147,2001
White Plains,Extra Space Storage,361 West Route 59,Nanuet,NY,10954,87439,2001
White Plains,Extra Space Storage,119 Sawkill Road,Kingston,NY,12401,71600,1986
White Plains,Extra Space Storage,30 North West Street,Mount Vernon,NY,10550,74450,1990
White Plains,Extra Space Storage,2169 South Road,Poughkeepsie,NY,12601,115384,2006
White Plains,Extra Space Storage,24 South Putt Corners Road,New Paltz,NY,12561,73476,1989
White Plains,Extra Space Storage,3333 Crompond Road,Yorktown Heights,NY,10598,60000,1992
Wichita,Extra Space Storage,5010 East 21st Street North,Wichita,KS,67208,70752,1977
Winston-Salem - Greensboro,Extra Space Storage,2910 Lawndale Drive,Greensboro,NC,27408,80044,1998
Winston-Salem - Greensboro,Extra Space Storage,2720 University Pkwy,Winston Salem,NC,27105,77865,1970
Winston-Salem - Greensboro,Extra Space Storage,4514 West Gate City Blvd,Greensboro,NC,27407,81096,2000
Winston-Salem - Greensboro,Extra Space Storage,550 Peters Creek Pkwy,Winston-Salem,NC,27101,63695,2000
Worcester - Springfield,Extra Space Storage,53 Clinton Street,Shrewsbury,MA,01545,68400,1982
Worcester - Springfield,Extra Space Storage,16 Ararat Street,Worcester,MA,01606,80850,2006
Worcester - Springfield,Extra Space Storage,456 Main Street,Northborough,MA,01532,69000,2001
Worcester - Springfield,Extra Space Storage,1180 Millbury Street,Worcester,MA,01607,89356,1989
Worcester - Springfield,Extra Space Storage,245 Washington Street,Auburn,MA,01501,58800,1999
Worcester - Springfield,Extra Space Storage,103 Southbridge Road,North Oxford,MA,01537,45280,1998
Albuquerque,CubeSmart Self Storage,7440 Central Avenue SE,Albuquerque,NM,87108,56898,1986
Albuquerque,CubeSmart Self Storage,11801 Montgomery Blvd,Albuquerque,NM,87111,60737,1985
Albuquerque,CubeSmart Self Storage,2001 Girard Blvd SE,Albuquerque,NM,87106,60018,1985
Atlanta - Suburban,CubeSmart Self Storage,3345 Medlock Bridge Road,Peachtree Corners,GA,30092,96130,1997
Atlanta - Suburban,CubeSmart Self Storage,950 Crosstown Drive,Peachtree City,GA,30269,64250,1996
Atlanta - Suburban,CubeSmart Self Storage,5985 South Norcross Tucker Road,Norcross,GA,30093,51180,1986
Atlanta - Suburban,CubeSmart Self Storage,2914 Buford Drive NE,Buford,GA,30519,93996,2009
Atlanta - Suburban,CubeSmart Self Storage,3494 Gwinnett Place Drive,Duluth,GA,30096,93060,2009
Atlanta - Suburban,CubeSmart Self Storage,3495 Lawrenceville Suwanee Road,Suwanee,GA,30024,85690,2000
Atlanta - Suburban,CubeSmart Self Storage,1205 Meredith Park Drive,McDonough,GA,30253,57840,2008
Atlanta - Suburban,CubeSmart Self Storage,3313 Stone Mountain Hwy,Snellville,GA,30078,83310,1998
Atlanta - Suburban,CubeSmart Self Storage,1636 Lee Road,Lithia Springs,GA,30122,79125,2006
Atlanta - Suburban,CubeSmart Self Storage,814 Buford Drive,Lawrenceville,GA,30043,80240,1996
Atlanta - Suburban,CubeSmart Self Storage,3766 Holcomb Bridge Road,Norcross,GA,30092,43467,1999
Atlanta - Suburban,CubeSmart Self Storage,410 Dividend Drive,Peachtree City,GA,30269,61200,2005
Atlanta - Suburban,CubeSmart Self Storage,105 Old Peachtree Road NW,Suwanee,GA,30024,100300,2005
Atlanta - Suburban,CubeSmart Self Storage,5180 Peachtree Industrial Blvd,Norcross,GA,30071,75380,2005
Atlanta - Suburban,CubeSmart Self Storage,112 New Hope Road,Fayetteville,GA,30214,135221,1972
Atlanta - Suburban,CubeSmart Self Storage,411 South Main Street,Alpharetta,GA,30004,112375,1995
Atlanta - Suburban,CubeSmart Self Storage,3595 Old Anderson Farm Road,Austell,GA,30106,110040,2000
Atlanta - Suburban,CubeSmart Self Storage,1575 North Blairs Bridge Road,Lithia Springs,GA,30122,101140,2017
Atlanta - Urban,CubeSmart Self Storage,3103 North Decatur Road,Scottdale,GA,30079,85664,2016
Atlanta - Urban,CubeSmart Self Storage,3831 Redwing Circle,Decatur,GA,30032,150315,1986
Atlanta - Urban,CubeSmart Self Storage,6305 Church Street,Riverdale,GA,30274,92605,1999
Atlanta - Urban,CubeSmart Self Storage,4771 South Atlanta Road SE,Atlanta,GA,30339,80686,2000
Atlanta - Urban,CubeSmart Self Storage,1820 Marietta Blvd NW,Atlanta,GA,30318,98796,2009
Atlanta - Urban,CubeSmart Self Storage,4931 Ashford Dunwoody Road,Dunwoody,GA,30338,50936,2006
Austin,CubeSmart Self Storage,2701 South Congress Avenue,Austin,TX,78704,97275,2018
Austin,CubeSmart Self Storage,5715 Burnet Road,Austin,TX,78756,107247,2017
Austin,CubeSmart Self Storage,6130 East Ben White Blvd,Austin,TX,78741,109785,2016
Austin,CubeSmart Self Storage,2501 Dies Ranch Road,Cedar Park,TX,78613,89870,2014
Austin,CubeSmart Self Storage,4900 Ranch Road 620 North,Austin,TX,78732,56950,2014
Austin,CubeSmart Self Storage,21400 Interstate 35,Kyle,TX,78640,61181,1995
Austin,CubeSmart Self Storage,2400 North Austin Avenue,Georgetown,TX,78626,72085,1975
Austin,CubeSmart Self Storage,1905 East William Cannon Drive,Austin,TX,78744,75725,1999
Austin,CubeSmart Self Storage,701 Philomena Drive,Kyle,TX,78640,53978,2000
Austin,CubeSmart Self Storage,2201 South Pleasant Valley Road,Austin,TX,78741,76480,2004
Austin,CubeSmart Self Storage,10707 North Interstate 35,Austin,TX,78753,78662,2003
Austin,CubeSmart Self Storage,10025 Manchaca Road,Austin,TX,78748,75190,2000
Austin,CubeSmart Self Storage,2220 East Riverside Drive,Austin,TX,78741,80790,2004
Austin,CubeSmart Self Storage,12006 Ranch Road 620 North,Cedar Park,TX,78613,146700,2001
Austin,CubeSmart Self Storage,610 East Stassney Lane,Austin,TX,78745,91350,2003
Austin,CubeSmart Self Storage,14509 Owen Tech Blvd,Austin,TX,78728,47650,1996
Austin,CubeSmart Self Storage,646 West Front Street,Hutto,TX,78634,79052,2000
Austin,CubeSmart Self Storage,12407 Highway 290 East,Manor,TX,78653,55125,2004
Austin,CubeSmart Self Storage,110 South FM 1660,Hutto,TX,78634,32167,1998
Baltimore,CubeSmart Self Storage,16 West Aylesbury Road,Timonium,MD,21093,87720,1998
Baltimore,CubeSmart Self Storage,7025 Kit Kat Road,Elkridge,MD,21075,86400,1999
Baltimore,CubeSmart Self Storage,8432 Pulaski Hwy,Baltimore,MD,21237,124674,2001
Baltimore,CubeSmart Self Storage,1990 Moreland Pkwy,Annapolis,MD,21401,96807,1976
Baltimore,CubeSmart Self Storage,1833 George Avenue,Annapolis,MD,21401,85162,2017
Bay Area - East Bay,CubeSmart Self Storage,42816 Osgood Road,Fremont,CA,94539,57822,1987
Bay Area - East Bay,CubeSmart Self Storage,3300 Park Road,Benicia,CA,94510,89400,1988
Bay Area - East Bay,CubeSmart Self Storage,3101 Valley Avenue,Pleasanton,CA,94566,83972,2003
Boston,CubeSmart Self Storage,51 South Canal Street,Lawrence,MA,01843,46200,2014
Boston,CubeSmart Self Storage,14 Grove Street,Franklin,MA,02038,84006,2013
Boston,CubeSmart Self Storage,255 Newtonville Avenue,Newton,MA,02458,111092,2020
Boston,CubeSmart Self Storage,96 Linden Street,Waltham,MA,02452,121425,2019
Boston,CubeSmart Self Storage,519 Beaver Street,Franklin,MA,02038,5000,1984
Boston,CubeSmart Self Storage,15 Hale Street,Haverhill,MA,01830,106724,2000
Boston,CubeSmart Self Storage,692 South Franklin Street,Holbrook,MA,02343,63327,2000
Boston,CubeSmart Self Storage,221 Fallon Road,Stoneham,MA,02180,87700,2011
Boston,CubeSmart Self Storage,503 North Bedford Street,East Bridgewater,MA,02333,40982,1999
Boston,CubeSmart Self Storage,130 Lincoln Street,Brighton,MA,02135,32981,2005
Boston,CubeSmart Self Storage,150 William F Mcclellan Hwy,Boston,MA,02128,110190,2003
Boston,CubeSmart Self Storage,500 Providence Hwy,Walpole,MA,02081,86828,1996
Boston,CubeSmart Self Storage,55 Commercial Street,Medford,MA,02155,94348,2001
Boston,CubeSmart Self Storage,145 Campanelli Industrial Drive,Brockton,MA,02301,79019,1983
Boston,CubeSmart Self Storage,545 Clark Road,Tewksbury,MA,01876,86600,2006
Boston,CubeSmart Self Storage,20 North Montello Street,Brockton,MA,02301,49311,1980
Boston,CubeSmart Self Storage,968 Massachusetts Avenue,Boston,MA,02118,57000,1972
Bridgeport - New Haven,CubeSmart Self Storage,1053 Cromwell Avenue,Rocky Hill,CT,06067,72600,2017
